state_code,county,tract,block,aapi,aian,black,hispanic,other,white
01,001,0201,101A,2,0,15,11,0,304
01,001,0201,101B,0,0,0,0,0,14
01,001,0201,102A,1,1,0,2,0,244
01,001,0201,103,0,0,0,1,0,48
01,001,0201,104,0,0,0,0,0,12
01,001,0201,105,0,0,0,0,0,56
01,001,0201,106,0,0,0,0,0,17
01,001,0201,107,0,0,0,0,0,35
01,001,0201,108,2,2,6,8,0,196
01,001,0201,109,0,0,0,0,0,37
01,001,0201,110,0,0,0,0,0,6
01,001,0201,111A,0,0,0,0,0,5
01,001,0201,111B,0,1,0,0,0,18
01,001,0201,112,0,0,0,0,0,14
01,001,0201,201,3,0,3,0,0,58
01,001,0201,202,0,0,0,0,0,6
01,001,0201,203A,1,0,0,0,0,88
01,001,0201,203B,0,0,0,0,0,23
01,001,0201,204B,0,0,0,0,0,4
01,001,0201,205,0,0,1,0,0,28
01,001,0201,206,0,0,0,0,0,62
01,001,0201,207,0,0,5,0,0,79
01,001,0201,208,0,0,2,1,0,16
01,001,0201,209,0,0,0,0,0,15
01,001,0201,212A,0,0,5,0,0,93
01,001,0201,213,0,0,0,0,0,46
01,001,0201,214,0,0,0,0,0,46
01,001,0201,215A,0,0,0,1,0,82
01,001,0201,215B,0,0,0,0,0,15
01,001,0201,216,0,0,0,0,0,32
01,001,0202,101,0,0,35,0,0,0
01,001,0202,102,10,4,226,0,0,136
01,001,0202,103,0,0,23,0,0,0
01,001,0202,104,0,0,14,0,0,0
01,001,0202,105,0,0,38,0,0,0
01,001,0202,106,0,0,20,0,0,0
01,001,0202,107,0,0,23,0,0,0
01,001,0202,108,0,0,41,0,0,0
01,001,0202,109,0,0,23,0,0,1
01,001,0202,110,0,0,161,3,0,43
01,001,0202,111,0,0,3,0,0,6
01,001,0202,112,0,0,18,0,0,22
01,001,0202,201B,0,2,320,1,0,126
01,001,0202,202,0,0,81,0,0,0
01,001,0202,203,0,0,68,0,0,1
01,001,0202,204,0,0,67,0,0,6
01,001,0202,205,0,0,47,0,0,0
01,001,0202,208,0,0,3,0,0,11
01,001,0202,209,0,0,11,0,0,7
01,001,0202,210,0,0,1,0,0,0
01,001,0202,211B,0,0,7,0,0,5
01,001,0202,212,0,0,0,0,0,1
01,001,0202,213,0,0,0,0,0,18
01,001,0202,214,0,0,0,0,0,28
01,001,0202,215,0,0,5,0,0,12
01,001,0202,216,0,0,9,0,0,26
01,001,0202,217,0,0,13,2,0,18
01,001,0202,218,0,0,0,0,0,9
01,001,0202,219,0,0,0,0,0,35
01,001,0202,220,0,0,0,0,0,3
01,001,0202,221,0,0,0,0,0,30
01,001,0202,222,0,1,0,0,0,19
01,001,0202,223,0,0,0,0,0,25
01,001,0202,224,0,0,0,0,0,32
01,001,0202,225,0,0,0,0,0,16
01,001,0202,226,0,0,0,0,0,8
01,001,0202,230,1,0,3,0,0,27
