state_code,county,tract,block,aapi,aian,black,hispanic,other,white
21,001,9701,101,0,0,0,0,0,39
21,001,9701,102,0,0,0,1,0,37
21,001,9701,103,0,0,0,0,0,21
21,001,9701,105,0,0,0,0,0,5
21,001,9701,106,0,0,2,0,0,24
21,001,9701,107,0,0,0,0,0,11
21,001,9701,108,0,0,0,0,0,24
21,001,9701,109,0,0,0,0,0,21
21,001,9701,110,0,0,0,0,0,8
21,001,9701,111,0,0,0,0,0,18
21,001,9701,112,0,0,0,0,0,25
21,001,9701,113,0,0,0,0,0,10
21,001,9701,114,0,0,0,0,0,7
21,001,9701,115,0,0,4,0,0,58
21,001,9701,116,0,0,0,0,0,19
21,001,9701,117,0,0,0,0,0,74
21,001,9701,119,0,0,0,0,0,40
21,001,9701,123,0,0,0,0,0,51
21,001,9701,126,0,0,0,0,0,28
21,001,9701,127,0,0,0,0,0,27
21,001,9701,128,0,0,0,0,0,34
21,001,9701,129,0,0,0,0,0,87
21,001,9701,131,0,0,0,0,0,4
21,001,9701,134,0,0,0,0,0,16
21,001,9701,201,0,0,0,0,0,6
21,001,9701,202,0,0,0,0,0,52
21,001,9701,203,0,0,0,0,0,3
21,001,9701,204,0,0,0,0,0,38
21,001,9701,208,0,0,0,0,0,5
21,001,9701,210,0,0,0,0,0,2
21,001,9701,211,0,0,0,0,0,0
21,001,9701,213,0,0,0,0,0,2
21,001,9701,214,0,0,0,0,0,16
21,001,9701,215,0,0,0,0,0,47
21,001,9701,217,0,0,6,0,0,12
21,001,9701,218,0,0,5,0,0,51
21,001,9701,220,0,0,0,0,0,1
21,001,9701,221,0,0,0,0,0,14
21,001,9701,226,0,0,0,0,0,1
21,001,9701,227,0,0,1,2,0,44
21,001,9701,228,0,0,0,0,0,2
21,001,9701,229,0,0,0,0,0,71
21,001,9701,232,0,0,0,0,0,8
21,001,9701,234,0,0,0,0,0,3
21,001,9701,236,0,0,0,0,0,1
21,001,9701,238,0,0,0,0,0,18
21,001,9701,239,0,0,0,0,0,17
21,001,9701,242,0,0,0,0,0,2
21,001,9701,247,0,0,0,0,0,28
21,001,9701,248,0,0,0,0,0,15
21,001,9701,249,0,0,0,0,0,26
21,001,9701,251,0,0,0,0,0,21
21,001,9701,253,0,0,0,0,0,1
21,001,9701,254,0,0,0,0,0,34
21,001,9701,258,0,0,0,0,0,10
21,001,9701,260,0,0,0,0,0,3
21,001,9701,261,0,0,0,0,0,2
21,001,9701,263,0,0,0,0,0,3
21,001,9701,267,0,0,2,0,0,25
21,001,9701,269,0,0,0,0,0,10
21,001,9701,270,0,0,0,0,0,36
21,001,9701,272,0,0,0,0,0,2
21,001,9702,101,0,0,7,0,0,40
21,001,9702,107,0,0,0,0,0,2
21,001,9702,110,0,0,0,0,0,71
21,001,9702,111,0,0,0,0,0,27
21,001,9702,112,0,0,0,2,0,24
21,001,9702,113,0,0,0,0,0,4
21,001,9702,114,0,0,0,0,0,12
21,001,9702,115,0,0,0,0,0,4
21,001,9702,116,0,0,0,0,0,16
21,001,9702,117,0,0,0,0,0,7
21,001,9702,118,0,0,1,0,0,11
21,001,9702,120,0,0,0,0,0,12
21,001,9702,121,0,0,0,0,0,7
21,001,9702,122,0,0,0,0,0,24
21,001,9702,123,0,0,0,0,0,4
21,001,9702,125,0,0,0,0,0,9
21,001,9702,126,0,0,0,0,0,10
21,001,9702,127,0,0,0,0,0,17
21,001,9702,128,0,0,0,0,0,91
21,001,9702,129,0,0,3,0,0,58
21,001,9702,130,0,0,0,0,0,0
21,001,9702,132,0,0,0,0,0,2
21,001,9702,133,0,0,0,0,0,3
21,001,9702,135,0,0,5,0,0,7
21,001,9702,136,0,0,0,0,0,3
21,001,9702,137,0,0,0,0,0,9
21,001,9702,139,0,0,1,0,0,21
21,001,9702,141,0,0,2,0,0,7
21,001,9702,142,0,0,0,0,0,18
21,001,9702,143,0,0,0,0,0,21
21,001,9702,144,0,0,0,0,0,5
21,001,9702,145,0,0,0,0,0,9
21,001,9702,146,0,0,1,0,0,55
21,001,9702,147,0,0,0,0,0,2
21,001,9702,148,0,0,6,0,0,28
21,001,9702,150,0,0,0,0,0,1
21,001,9702,151,0,0,4,0,0,55
21,001,9702,152,0,0,0,0,0,27
21,001,9702,153,0,0,8,0,0,4
21,001,9702,154,0,0,0,0,0,31
21,001,9702,155,0,0,0,0,0,6
21,001,9702,159,0,0,0,0,0,23
21,001,9702,160,0,0,0,0,0,6
21,001,9702,161,0,0,0,1,0,5
21,001,9702,163,0,0,0,0,0,2
21,001,9702,164,0,0,0,0,0,10
21,001,9702,165,0,0,0,0,0,6
21,001,9702,166,0,0,0,0,0,32
21,001,9702,167,0,0,0,5,0,78
21,001,9702,168,0,0,0,0,0,11
21,001,9702,169,0,0,0,0,0,4
21,001,9702,173,0,0,0,0,0,7
21,001,9702,174,0,0,0,0,0,19
21,001,9702,175,0,0,3,0,0,25
21,001,9702,176,0,0,0,0,0,7
21,001,9702,178,0,0,0,0,0,11
21,001,9702,179,0,0,0,0,0,4
21,001,9702,180,0,0,0,0,0,9
21,001,9702,181,0,0,0,0,0,67
21,001,9702,182,0,0,0,0,0,37
21,001,9702,183,0,0,0,0,0,1
21,001,9703,101,0,0,0,0,0,4
21,001,9703,103,0,0,0,0,0,3
21,001,9703,104,0,0,0,0,0,7
21,001,9703,105,0,0,0,0,0,9
21,001,9703,107,0,0,0,0,0,6
21,001,9703,108,0,0,11,0,0,9
21,001,9703,109,0,0,0,0,0,9
21,001,9703,110,0,0,0,0,0,7
21,001,9703,111,0,0,0,0,0,104
21,001,9703,113,0,0,0,0,0,9
21,001,9703,114,0,0,0,0,0,123
21,001,9703,115,2,0,0,4,0,212
21,001,9703,116,0,0,0,0,0,35
21,001,9703,117,0,0,0,0,0,6
21,001,9703,118,0,0,0,0,0,19
21,001,9703,119,0,0,0,0,0,0
21,001,9703,120,0,0,0,0,0,48
21,001,9703,121,0,0,0,0,0,9
21,001,9703,122,0,0,0,0,0,18
21,001,9703,123,0,0,0,0,0,26
21,001,9703,129,0,0,0,0,0,101
21,001,9703,201,0,0,0,0,0,70
21,001,9703,202,0,0,0,0,0,73
21,001,9703,203,0,0,0,2,0,91
21,001,9703,204,0,0,0,0,0,111
21,001,9703,205,0,0,0,0,0,15
21,001,9703,206,0,0,0,0,0,31
21,001,9703,207,0,0,0,0,0,4
21,001,9703,208,0,0,0,0,0,2
21,001,9703,209,0,0,0,0,0,16
21,001,9703,210,0,0,0,0,0,61
21,001,9703,213,0,0,0,1,0,81
21,001,9703,214,0,0,0,0,0,1
21,001,9703,215,0,0,0,0,0,38
21,001,9703,216,0,0,0,0,0,22
21,001,9703,217,0,0,0,0,0,19
21,001,9703,220,0,0,0,0,0,1
21,001,9703,221,0,0,0,0,0,67
21,001,9703,222,0,0,0,0,0,2
21,001,9703,223,0,0,0,0,0,15
21,001,9703,224,0,0,0,0,0,12
21,001,9703,225,0,0,0,0,0,15
21,001,9703,227,0,0,0,0,0,52
21,001,9703,228,0,0,0,0,0,16
21,001,9703,229,0,0,0,0,0,34
21,001,9703,230,0,0,0,0,0,2
21,001,9703,232,0,0,0,0,0,36
21,001,9703,233,0,0,0,0,0,20
21,001,9703,235,0,0,0,0,0,23
21,001,9703,237,0,0,0,0,0,0
21,001,9703,238,0,0,0,0,0,19
21,001,9703,240,0,0,0,0,0,6
21,001,9703,241,0,0,0,0,0,35
21,001,9703,242,0,0,0,0,0,24
21,001,9703,243,0,0,0,0,0,9
21,001,9703,244,0,0,0,0,0,13
21,001,9703,302,0,0,0,0,0,24
21,001,9703,303,0,0,0,0,0,29
21,001,9703,304,0,0,0,0,0,9
21,001,9703,305,0,0,0,0,0,16
21,001,9703,306,0,0,0,0,0,12
21,001,9703,307,0,0,0,0,0,28
21,001,9703,308,0,0,0,0,0,20
21,001,9703,309,0,0,0,0,0,5
21,001,9703,310,0,0,0,0,0,9
21,001,9703,311,0,0,0,0,0,18
21,001,9703,312,0,0,0,0,0,4
21,001,9703,313,0,0,0,0,0,10
21,001,9703,314,0,0,0,0,0,4
21,001,9703,316,0,0,0,0,0,5
21,001,9703,318,0,0,0,0,0,16
21,001,9703,319,0,0,0,0,0,24
21,001,9703,320,0,0,0,0,0,49
21,001,9703,322,0,0,0,0,0,26
21,001,9703,323,0,0,0,0,0,17
21,001,9703,324,0,0,0,0,0,24
21,001,9703,326,0,0,1,0,0,43
21,001,9703,327,0,0,0,0,0,9
21,001,9703,328,0,0,0,0,0,26
21,001,9703,329,0,0,0,0,0,40
21,001,9703,330,0,0,0,0,0,30
21,001,9703,331,0,0,0,0,0,4
21,001,9703,332,0,0,0,0,0,6
21,001,9703,335,0,0,0,0,0,14
21,001,9703,336,0,0,0,0,0,2
21,001,9703,337,0,0,0,0,0,10
21,001,9703,339,0,0,0,0,0,2
21,001,9703,341,0,0,0,0,0,2
21,001,9703,342,0,0,0,0,0,5
21,001,9703,343,0,0,0,0,0,12
21,001,9703,344,0,0,0,0,0,18
21,001,9703,346,0,0,0,0,0,5
21,001,9703,348,0,0,0,0,0,8
21,001,9703,349,0,0,0,0,0,0
21,001,9703,350,0,0,0,0,0,37
21,001,9703,352,0,0,0,0,0,16
21,001,9703,353,0,0,0,0,0,10
21,001,9703,356,0,0,1,0,0,14
21,001,9703,358,0,0,0,0,0,2
21,001,9703,360,0,0,0,0,0,4
21,001,9703,361,0,0,0,0,0,4
21,001,9703,362,0,0,0,0,0,10
21,001,9703,363,0,0,0,0,0,10
21,001,9704,101,0,0,4,0,0,66
21,001,9704,102,0,0,0,0,0,13
21,001,9704,104,0,0,0,0,0,11
21,001,9704,108,0,0,0,0,0,7
21,001,9704,110,0,0,0,0,0,31
21,001,9704,113,0,0,0,0,0,6
21,001,9704,114,0,0,0,0,0,4
21,001,9704,115,0,0,0,0,0,5
21,001,9704,116,0,0,0,0,0,30
21,001,9704,117,0,0,0,0,0,12
21,001,9704,118,0,0,0,0,0,1
21,001,9704,119,0,0,0,0,0,9
21,001,9704,120,0,0,0,0,0,84
21,001,9704,121,0,0,0,0,0,1
21,001,9704,122,0,0,0,0,0,3
21,001,9704,125,0,0,0,0,0,1
21,001,9704,126,0,0,0,0,0,112
21,001,9704,128,0,0,0,0,0,10
21,001,9704,129,0,0,0,0,0,22
21,001,9704,130,0,0,0,0,0,62
21,001,9704,131,0,0,0,6,0,84
21,001,9704,134,0,1,0,0,0,6
21,001,9704,135,0,0,0,0,0,86
21,001,9704,136,0,0,0,0,0,32
21,001,9704,137,0,0,0,0,0,11
21,001,9704,138,0,0,0,0,0,5
21,001,9704,139,0,0,0,0,0,148
21,001,9704,140,0,0,0,0,0,10
21,001,9704,141,0,0,0,0,0,42
21,001,9704,142,0,0,0,0,0,7
21,001,9704,144,0,0,0,0,0,5
21,001,9704,147,3,0,0,4,0,142
21,001,9704,149,0,0,0,0,0,13
21,001,9704,150,0,0,0,0,0,4
21,001,9704,152,0,0,0,2,0,64
21,001,9704,153,0,0,0,0,0,2
21,001,9704,154,0,0,0,0,0,8
21,001,9704,155,0,0,0,0,0,8
21,001,9704,156,0,0,0,0,0,4
21,001,9704,158,0,0,0,0,0,10
21,001,9704,160,0,0,0,0,0,25
21,001,9704,161,0,0,0,0,0,8
21,001,9704,162,0,0,0,0,0,34
21,001,9704,163,0,0,0,0,0,5
21,001,9704,164,0,0,0,3,0,4
21,001,9704,166,0,0,0,3,0,1
21,001,9704,167,0,0,0,0,0,4
21,001,9704,168,0,0,0,0,0,4
21,001,9704,169,0,0,0,0,0,12
21,001,9704,170,0,0,2,0,0,31
21,001,9704,171,0,0,0,0,0,23
21,001,9704,172,0,0,0,0,0,32
21,001,9704,173,0,0,0,0,0,16
21,001,9704,174,0,0,0,0,0,13
21,001,9704,176,0,0,0,0,0,0
21,001,9704,177,0,0,0,0,0,17
21,001,9704,178,0,0,0,0,0,1
21,001,9704,179,0,0,0,0,0,6
21,001,9704,181,0,0,1,3,0,89
21,001,9704,183,0,0,0,0,0,13
21,001,9704,184,0,0,0,0,0,6
21,001,9704,185,0,0,0,0,0,15
21,001,9704,187,0,0,0,0,0,102
21,001,9704,191,0,0,0,0,0,5
21,001,9704,192,0,0,0,0,0,9
21,001,9704,193,0,0,0,0,0,18
21,001,9704,194,0,0,0,0,0,15
21,001,9704,195,0,0,6,0,0,16
21,001,9704,196,0,0,0,0,0,15
21,001,9704,197,0,0,0,0,0,60
21,001,9704,201A,0,0,0,0,0,39
