state_code,county,tract,block,aapi,aian,black,hispanic,other,white
49,001,9811,101A,0,0,0,0,0,24
49,001,9811,101B,0,1,0,3,0,34
49,001,9811,101D,0,0,0,0,0,0
49,001,9811,101E,0,0,0,0,0,7
49,001,9811,106,0,0,0,0,0,0
49,001,9811,110,0,0,0,0,0,0
49,001,9811,134,0,0,0,1,0,6
49,001,9811,135,0,0,0,1,0,28
49,001,9811,136,0,0,0,0,0,11
49,001,9811,138,0,0,0,0,0,49
49,001,9811,139C,0,0,0,0,0,18
49,001,9811,142,0,0,0,0,0,4
49,001,9811,146,0,0,0,0,0,12
49,001,9811,147,0,0,0,0,0,5
49,001,9811,148,0,0,0,0,0,3
49,001,9811,150,0,0,0,0,0,13
49,001,9811,155,0,1,0,0,0,118
49,001,9811,158,0,0,0,0,0,0
49,001,9811,159,0,0,0,0,0,0
49,001,9811,174,0,0,0,0,0,5
49,001,9811,176,1,0,0,0,0,7
49,001,9811,181,0,0,0,0,0,2
49,001,9811,182,0,0,0,4,1,33
49,001,9811,189,0,1,0,0,0,49
49,001,9811,193A,0,0,0,1,0,23
49,001,9811,194,0,0,0,0,0,9
49,001,9811,201,0,9,0,0,0,25
49,001,9811,202,0,0,0,0,0,8
49,001,9811,205,0,0,0,0,0,3
49,001,9811,206,0,0,0,0,0,3
49,001,9811,209,0,0,0,0,0,16
49,001,9811,211,0,0,0,0,0,11
49,001,9811,212A,0,0,0,0,0,8
49,001,9811,212C,0,0,0,0,0,27
49,001,9811,220A,0,0,0,0,0,6
49,001,9811,220B,0,0,0,1,0,44
49,001,9811,222A,0,0,0,0,0,9
49,001,9811,222B,0,0,0,0,0,4
49,001,9811,222C,0,0,0,0,0,20
49,001,9811,226,0,0,0,0,0,18
49,001,9811,227,0,0,0,0,0,18
49,001,9811,228,0,0,0,0,0,5
49,001,9811,229,0,0,0,0,0,30
49,001,9811,230,0,0,0,0,0,5
49,001,9811,231,0,1,0,0,0,20
49,001,9811,232,0,0,0,0,0,21
49,001,9811,233,0,0,0,0,0,25
49,001,9811,234,0,0,0,0,0,23
49,001,9811,235,0,0,0,0,0,12
49,001,9811,241,0,0,0,3,0,16
49,001,9811,242,0,0,0,0,0,8
49,001,9811,243,0,0,0,0,0,18
49,001,9811,244,0,0,0,0,0,20
49,001,9811,245,0,0,0,1,0,11
49,001,9811,246,0,0,0,0,0,2
49,001,9811,248,0,0,0,0,0,10
49,001,9811,249,0,0,0,0,0,11
49,001,9811,250A,0,0,0,0,0,19
49,001,9811,250B,0,0,0,0,0,8
49,001,9811,251,0,0,0,0,0,22
49,001,9811,252,0,0,2,0,0,34
49,001,9811,253,0,0,0,4,0,27
49,001,9811,254,0,0,0,0,0,22
49,001,9811,255,0,0,0,0,0,7
49,001,9811,256,0,0,0,1,0,11
49,001,9811,257,0,0,0,0,0,11
49,001,9811,258,0,0,0,0,0,17
49,001,9811,259,0,0,0,0,0,5
49,001,9811,260,0,0,0,0,0,12
49,001,9811,261,0,0,0,0,0,26
49,001,9811,262,0,0,0,8,0,20
49,001,9811,263,0,0,0,1,0,27
49,001,9811,264,3,0,0,0,0,29
49,001,9811,265,0,0,0,0,0,57
49,001,9811,266,0,1,0,5,0,17
49,001,9811,267,0,0,0,0,0,8
49,001,9811,268,0,0,0,3,0,12
49,001,9811,269A,0,0,0,3,0,21
49,001,9811,269B,0,0,0,0,0,13
49,001,9811,270,0,0,0,0,0,6
49,001,9811,271,0,0,0,0,0,11
49,001,9811,272,0,0,0,3,0,16
49,001,9811,273,0,0,0,0,0,12
49,001,9811,274,0,0,0,0,0,21
49,001,9811,275,0,0,0,0,0,10
49,001,9811,276,0,0,0,0,0,4
